id,neo_summary_id,neo_id,date,name,diameter_min,diameter_max,is_hazardous
340,1,54564808,2025-12-02,(2025 WC16),0.0216747939,0.0484663126,0
341,1,3561773,2025-12-02,(2011 GO27),0.4212646106,0.9419763057,0
342,1,3771023,2025-12-02,(2017 EC3),0.0840533402,0.1879489824,0
343,1,3836411,2025-12-02,(2018 WC2),0.02658,0.0594346868,0
344,1,2549328,2025-12-02,549328 (2011 GO27),0.4232090797,0.9463242708,0
345,1,54249330,2025-12-02,(2022 EQ2),0.0407901194,0.0912094798,0
346,1,54554706,2025-12-02,(2025 US6),0.0016709174,0.0037362848,0
347,1,54561768,2025-12-02,(2025 VC5),0.0240522094,0.0537823753,0
348,1,54562093,2025-12-02,(2025 WG),0.0126868842,0.0283687355,0
349,1,54564111,2025-12-02,(2025 WG8),0.0364044921,0.0814029191,0
350,1,54564354,2025-12-02,(2025 WW9),0.0477259934,0.1067185655,0
351,1,54564808,2025-12-02,(2025 WC16),0.0216747939,0.0484663126,0
